,HT,AT,SHT,AHT,+2.5,-2.5,OS,+>=-,target
422,São Paulo,Sport Recife,0,0,1.9,2.0,0,1,0
423,Coritiba,Internacional,1,1,2.25,1.62,2,0,0
424,Cruzeiro,Palmeiras,2,1,2.1,1.7,3,0,1
425,Corinthians,Santa Cruz,2,1,1.85,1.95,3,1,1
426,América-MG,Atlético Mineiro,0,1,1.9,1.9,1,0,0
427,Athletico-PR,Grêmio,2,0,2.4,1.53,2,0,0
428,Flamengo,Fluminense,1,2,2.2,1.65,3,0,1
429,Internacional,Botafogo,2,3,2.05,1.75,5,0,1
430,Santos,São Paulo,3,0,2.25,1.62,3,0,1
431,Vitória,Ponte Preta,1,1,2.05,1.75,2,0,0
432,Figueirense,Coritiba,0,0,2.5,1.5,0,0,0
433,Sport Recife,Chapecoense,5,1,2.15,1.67,6,0,1
434,Flamengo,Internacional,1,0,2.15,1.67,1,0,0
435,Grêmio,Santos,3,2,2.15,1.67,5,0,1
436,Vitória,Sport Recife,3,2,2.08,1.73,5,0,1
437,Chapecoense,Cruzeiro,3,2,2.25,1.62,5,0,1
438,Chapecoense,Cruzeiro,3,2,2.25,1.62,5,0,1
439,América-MG,Corinthians,0,2,2.25,1.62,2,0,0
440,São Paulo,Fluminense,2,1,2.3,1.6,3,0,1
441,Palmeiras,Figueirense,4,0,1.75,2.05,4,1,1
442,Santa Cruz,Ponte Preta,0,3,2.15,1.67,3,0,1
443,Atlético Mineiro,Botafogo,5,3,1.7,2.1,8,1,1
444,Fluminense,Coritiba,0,0,2.25,1.62,0,0,0
445,Athletico-PR,América-MG,1,0,1.95,1.85,1,0,0
446,Cruzeiro,Vitória,2,2,1.75,2.05,4,1,1
447,Internacional,Grêmio,0,1,2.35,1.57,1,0,0
448,Botafogo,Santa Cruz,2,1,2.0,1.8,3,0,1
449,Corinthians,Flamengo,4,0,2.25,1.62,4,0,1
450,Ponte Preta,São Paulo,1,0,2.25,1.62,1,0,0
451,Santos,Chapecoense,3,0,1.73,2.08,3,1,1
452,Figueirense,Atlético Mineiro,1,1,2.0,1.8,2,0,0
453,Sport Recife,Palmeiras,1,3,1.8,2.0,4,1,1
454,Chapecoense,Corinthians,0,2,2.25,1.62,2,0,0
455,Coritiba,Botafogo,0,0,2.0,1.8,0,0,0
456,Ponte Preta,Sport Recife,2,1,1.95,1.85,3,0,1
457,Flamengo,Atlético Mineiro,2,0,2.05,1.75,2,0,0
458,Grêmio,Figueirense,2,1,1.9,1.9,3,0,1
459,Santa Cruz,Internacional,1,0,2.35,1.57,1,0,0
460,São Paulo,América-MG,3,0,2.08,1.82,3,0,1
461,Vitória,Fluminense,0,0,1.85,1.95,0,1,0
462,Cruzeiro,Athletico-PR,0,3,1.95,1.85,3,0,1
463,Palmeiras,Santos,1,1,1.97,1.93,2,0,0
464,Botafogo,Flamengo,3,3,2.1,1.7,6,0,1
465,Botafogo,Flamengo,3,3,2.1,1.7,6,0,1
466,América-MG,Santa Cruz,0,3,2.25,1.62,3,0,1
467,Athletico-PR,Vitória,1,1,1.95,1.85,2,0,0
468,Corinthians,São Paulo,1,1,2.15,1.67,2,0,0
469,Figueirense,Chapecoense,1,1,2.35,1.57,2,0,0
470,Fluminense,Cruzeiro,2,0,2.15,1.67,2,0,0
471,Internacional,Palmeiras,0,1,2.05,1.75,1,0,0
472,Sport Recife,Grêmio,4,2,2.2,1.65,6,0,1
473,Corinthians,Figueirense,1,1,1.95,1.85,2,0,0
474,Santa Cruz,Coritiba,0,1,2.2,1.65,1,0,0
475,Palmeiras,Atlético Mineiro,0,1,1.67,2.15,1,1,0
476,Ponte Preta,Internacional,2,2,2.35,1.57,4,0,1
477,Athletico-PR,Fluminense,1,0,2.3,1.6,1,0,0
478,Chapecoense,Botafogo,2,1,2.15,1.67,3,0,1
479,Cruzeiro,Sport Recife,1,2,1.7,2.1,3,1,1
480,Grêmio,São Paulo,1,0,2.15,1.67,1,0,0
481,Vitória,Santos,2,3,1.85,1.95,5,1,1
482,Flamengo,América-MG,2,1,1.8,2.0,3,1,1
483,Sport Recife,América-MG,1,1,1.97,2.02,2,1,0
484,Vitória,Coritiba,3,1,2.21,1.74,4,0,1
485,Athletico-PR,Corinthians,2,0,2.42,1.55,2,0,0
486,Ponte Preta,Botafogo,2,0,2.05,1.86,2,0,0
487,Grêmio,Santa Cruz,0,0,1.9,2.02,0,1,0
488,São Paulo,Atlético Mineiro,1,2,2.0,1.9,3,0,1
489,Cruzeiro,Internacional,4,2,2.13,1.82,6,0,1
490,Chapecoense,Palmeiras,1,1,2.21,1.73,2,0,0
491,Flamengo,Athletico-PR,1,0,2.23,1.71,1,0,0
492,Coritiba,Ponte Preta,3,1,2.31,1.66,4,0,1
493,Palmeiras,Vitória,2,1,1.68,2.35,3,1,1
494,Internacional,Fluminense,2,2,2.3,1.68,4,0,1
495,Santa Cruz,São Paulo,1,2,2.25,1.7,3,0,1
496,Figueirense,Sport Recife,1,1,2.25,1.7,2,0,0
497,Atlético Mineiro,Chapecoense,3,1,1.87,2.11,4,1,1
498,Corinthians,Cruzeiro,1,1,2.05,1.89,2,0,0
499,Sport Recife,Flamengo,1,0,2.17,1.8,1,0,0
500,Ponte Preta,Figueirense,2,0,2.21,1.74,2,0,0
501,Fluminense,América-MG,1,0,2.09,1.88,1,0,0
502,Grêmio,Corinthians,3,0,2.42,1.52,3,0,1
503,Cruzeiro,Coritiba,2,2,2.08,1.86,4,0,1
504,São Paulo,Botafogo,0,1,2.01,1.9,1,0,0
505,Athletico-PR,Palmeiras,0,1,2.25,1.71,1,0,0
506,Chapecoense,Internacional,1,0,2.42,1.52,1,0,0
507,América-MG,Chapecoense,1,2,2.42,1.62,3,0,1
508,Atlético Mineiro,Athletico-PR,1,0,1.77,2.14,1,1,0
509,Flamengo,Grêmio,2,1,2.26,1.69,3,0,1
510,Internacional,São Paulo,1,1,2.3,1.6,2,0,0
511,Palmeiras,Ponte Preta,2,2,1.94,1.96,4,1,1
512,Santa Cruz,Fluminense,0,1,2.25,1.63,1,0,0
513,Figueirense,Cruzeiro,1,2,2.23,1.71,3,0,1
514,Corinthians,Vitória,2,1,1.7,2.25,3,1,1
515,Ponte Preta,Corinthians,2,0,2.38,1.62,2,0,0
516,Cruzeiro,Santa Cruz,2,0,1.79,2.17,2,1,0
517,Cruzeiro,Santa Cruz,2,0,1.79,2.17,2,1,0
518,Chapecoense,Flamengo,1,3,2.35,1.58,4,0,1
519,Fluminense,Palmeiras,0,2,2.07,1.84,2,0,0
520,Grêmio,Atlético Mineiro,1,1,1.94,2.02,2,1,0
521,São Paulo,Coritiba,0,0,2.21,1.77,0,0,0
522,Sport Recife,Internacional,1,1,2.29,1.67,2,0,0
523,Vitória,América-MG,2,1,2.0,1.91,3,0,1
524,Athletico-PR,Botafogo,1,0,2.25,1.81,1,0,0
525,Fluminense,Figueirense,3,2,2.13,1.8,5,0,1
526,Botafogo,Grêmio,2,1,2.08,1.86,3,0,1
527,Botafogo,Fluminense,1,0,2.3,1.6,1,0,0
528,Figueirense,Athletico-PR,1,0,2.5,1.5,1,0,0
529,Santa Cruz,Chapecoense,2,2,2.25,1.63,4,0,1
530,Atlético Mineiro,Vitória,2,1,1.72,2.35,3,1,1
531,Atlético Mineiro,Vitória,2,1,1.72,2.35,3,1,1
532,Flamengo,Ponte Preta,2,1,2.14,1.85,3,0,1
533,Palmeiras,São Paulo,2,1,2.13,1.8,3,0,1
534,Corinthians,Sport Recife,3,0,1.98,1.97,3,0,1
535,América-MG,Cruzeiro,0,2,2.09,1.86,2,0,0
536,Internacional,Santos,2,1,2.35,1.69,3,0,1
537,Vitória,Flamengo,1,2,1.92,1.99,3,1,1
538,Chapecoense,Coritiba,1,0,2.25,1.63,1,0,0
539,São Paulo,Figueirense,3,1,2.05,1.89,4,0,1
540,Athletico-PR,Internacional,2,1,2.5,1.5,3,0,1
541,Cruzeiro,Botafogo,0,2,1.74,2.25,2,1,0
542,Santos,Corinthians,2,1,2.25,1.63,3,0,1
543,Sport Recife,Santa Cruz,5,3,2.19,1.77,8,0,1
544,Grêmio,Palmeiras,0,0,1.98,1.94,0,0,0
545,Ponte Preta,América-MG,1,1,2.07,1.84,2,0,0
546,Fluminense,Atlético Mineiro,4,2,1.84,2.16,6,1,1
547,Botafogo,Santos,0,1,2.0,1.96,1,0,0
548,Figueirense,América-MG,2,2,2.5,1.5,4,0,1
549,Ponte Preta,Grêmio,3,0,2.42,1.62,3,0,1
550,Santa Cruz,Athletico-PR,1,0,2.31,1.66,1,0,0
551,Coritiba,Corinthians,1,1,2.35,1.57,2,0,0
552,Palmeiras,Flamengo,1,1,2.02,1.92,2,0,0
553,Atlético Mineiro,Sport Recife,1,0,1.67,2.3,1,1,0
554,Fluminense,Chapecoense,1,2,2.13,1.8,3,0,1
555,Internacional,Vitória,0,1,1.91,2.01,1,1,0
556,São Paulo,Cruzeiro,1,0,2.23,1.75,1,0,0
557,Corinthians,Palmeiras,0,2,2.25,1.7,2,0,0
558,Flamengo,Figueirense,2,0,1.86,2.08,2,1,0
559,Athletico-PR,São Paulo,1,0,2.5,1.62,1,0,0
560,Chapecoense,Ponte Preta,2,2,2.42,1.72,4,0,1
561,Cruzeiro,Atlético Mineiro,1,1,1.96,2.02,2,1,0
562,Grêmio,Fluminense,0,1,2.26,1.69,1,0,0
563,Sport Recife,Coritiba,0,1,2.21,1.76,1,0,0
564,Santos,Santa Cruz,3,2,1.98,2.06,5,1,1
565,Vitória,Botafogo,0,1,2.02,2.02,1,0,0
566,América-MG,Internacional,1,0,2.49,1.65,1,0,0
567,Palmeiras,Coritiba,2,1,1.94,2.02,3,1,1
568,Sport Recife,Santos,1,0,2.2,1.74,1,0,0
569,América-MG,Botafogo,1,0,2.21,1.76,1,0,0
570,Athletico-PR,Ponte Preta,3,0,2.6,1.48,3,0,1
571,Figueirense,Santa Cruz,3,1,2.35,1.57,4,0,1
572,Flamengo,Cruzeiro,2,1,1.98,1.99,3,1,1
573,Grêmio,Chapecoense,1,0,2.19,1.75,1,0,0
574,Vitória,São Paulo,2,0,2.16,1.76,2,0,0
575,Atlético Mineiro,Internacional,3,1,2.0,1.91,4,0,1
576,Fluminense,Sport Recife,3,1,2.11,1.82,4,0,1
577,Chapecoense,Vitória,1,4,2.17,1.79,5,0,1
578,Santos,Athletico-PR,2,0,2.25,1.74,2,0,0
579,São Paulo,Flamengo,0,0,2.17,1.79,0,0,0
580,São Paulo,Flamengo,0,0,2.17,1.79,0,0,0
581,Ponte Preta,Atlético Mineiro,1,2,2.0,1.95,3,0,1
582,Cruzeiro,Grêmio,1,0,2.13,1.8,1,0,0
583,Internacional,Figueirense,1,0,2.14,1.83,1,0,0
584,Santa Cruz,Palmeiras,2,3,2.16,1.78,5,0,1
585,Coritiba,América-MG,3,0,2.28,1.76,3,0,1
586,Athletico-PR,Chapecoense,3,1,2.67,1.48,4,0,1
587,Vitória,Grêmio,0,1,2.14,1.79,1,0,0
588,Corinthians,Atlético Mineiro,0,0,2.0,1.93,0,0,0
589,Santos,Fluminense,2,1,2.08,1.86,3,0,1
590,Sport Recife,São Paulo,1,1,2.3,1.7,2,0,0
591,Internacional,Coritiba,1,0,2.5,1.5,1,0,0
592,Cruzeiro,Ponte Preta,2,0,2.02,2.09,2,1,0
593,América-MG,Palmeiras,0,2,1.98,1.97,2,0,0
594,Figueirense,Botafogo,0,1,2.38,1.66,1,0,0
595,Flamengo,Santa Cruz,3,0,1.72,2.3,3,1,1
596,Chapecoense,Sport Recife,3,0,2.12,1.83,3,0,1
597,Coritiba,Figueirense,0,0,2.23,1.72,0,0,0
598,Botafogo,Internacional,1,0,2.47,1.68,1,0,0
599,Santa Cruz,Corinthians,2,4,2.06,1.84,6,0,1
600,Atlético Mineiro,América-MG,3,0,1.73,2.25,3,1,1
601,Palmeiras,Cruzeiro,0,0,2.08,1.94,0,0,0
602,Ponte Preta,Vitória,2,0,1.93,1.98,2,1,0
603,Fluminense,Flamengo,1,2,2.21,1.72,3,0,1
604,Grêmio,Athletico-PR,1,0,2.47,1.62,1,0,0
605,São Paulo,Santos,0,1,2.26,1.72,1,0,0
606,Athletico-PR,Coritiba,2,0,2.75,1.45,2,0,0
607,Botafogo,Atlético Mineiro,3,2,2.12,1.8,5,0,1
608,Cruzeiro,Chapecoense,0,0,2.01,1.9,0,0,0
609,Figueirense,Palmeiras,1,2,2.17,1.77,3,0,1
610,Internacional,Flamengo,2,1,2.5,1.59,3,0,1
611,Corinthians,América-MG,2,0,1.83,2.08,2,1,0
612,Ponte Preta,Santa Cruz,3,0,1.98,1.94,3,0,1
613,Santos,Grêmio,1,1,2.17,1.75,2,0,0
614,Sport Recife,Vitória,1,0,2.04,1.89,1,0,0
615,Fluminense,São Paulo,1,2,2.29,1.68,3,0,1
616,Santa Cruz,Botafogo,0,1,2.06,1.91,1,0,0
617,São Paulo,Ponte Preta,2,0,2.28,1.71,2,0,0
618,Flamengo,Corinthians,2,2,2.04,1.89,4,0,1
619,Grêmio,Internacional,0,0,2.6,1.48,0,0,0
620,Palmeiras,Sport Recife,2,1,1.82,2.1,3,1,1
621,Vitória,Cruzeiro,0,1,2.09,1.82,1,0,0
622,Coritiba,Fluminense,1,1,2.25,1.63,2,0,0
623,Atlético Mineiro,Figueirense,3,0,1.82,2.09,3,1,1
624,Chapecoense,Santos,0,1,2.29,1.73,1,0,0
625,América-MG,Athletico-PR,1,0,2.6,1.63,1,0,0
626,Sport Recife,Ponte Preta,1,0,2.17,1.8,1,0,0
627,Fluminense,Vitória,2,2,1.83,2.08,4,1,1
628,Athletico-PR,Cruzeiro,1,0,2.5,1.5,1,0,0
629,Atlético Mineiro,Flamengo,2,2,1.9,2.03,4,1,1
630,Corinthians,Chapecoense,1,1,2.11,1.82,2,0,0
631,Botafogo,Coritiba,0,0,2.26,1.7,0,0,0
632,Internacional,Santa Cruz,1,1,2.02,1.93,2,0,0
633,Figueirense,Grêmio,0,0,2.38,1.55,0,0,0
634,Santos,Palmeiras,1,0,2.13,1.84,1,0,0
635,América-MG,São Paulo,1,0,2.4,1.69,1,0,0
636,Flamengo,Botafogo,0,0,2.11,1.83,0,0,0
637,São Paulo,Corinthians,4,0,2.33,1.65,4,0,1
638,São Paulo,Corinthians,4,0,2.33,1.65,4,0,1
639,Cruzeiro,Fluminense,4,2,2.12,1.79,6,0,1
640,Palmeiras,Internacional,1,0,2.28,1.7,1,0,0
641,Santa Cruz,América-MG,1,0,2.05,1.85,1,0,0
642,Vitória,Athletico-PR,3,2,2.25,1.71,5,0,1
643,Chapecoense,Figueirense,1,0,2.42,1.6,1,0,0
644,Coritiba,Atlético Mineiro,2,0,2.02,1.9,2,0,0
645,Grêmio,Sport Recife,0,3,2.36,1.71,3,0,1
646,Fluminense,Athletico-PR,1,1,2.14,1.82,2,0,0
647,Botafogo,Chapecoense,0,2,2.26,1.72,2,0,0
648,Coritiba,Santa Cruz,1,0,1.83,2.08,1,1,0
649,América-MG,Flamengo,0,1,2.02,1.94,1,0,0
650,Figueirense,Corinthians,1,1,2.33,1.66,2,0,0
651,Sport Recife,Cruzeiro,0,1,2.25,1.73,1,0,0
652,Santos,Vitória,3,2,1.69,2.35,5,1,1
653,São Paulo,Grêmio,1,1,2.42,1.64,2,0,0
654,Atlético Mineiro,Palmeiras,1,1,1.92,2.07,2,1,0
655,Internacional,Ponte Preta,1,1,2.35,1.68,2,0,0
656,Athletico-PR,Sport Recife,2,0,2.3,1.6,2,0,0
657,Cruzeiro,Santos,2,2,2.06,1.94,4,0,1
658,Grêmio,América-MG,3,0,2.08,1.9,3,0,1
659,Palmeiras,Botafogo,1,0,2.01,1.93,1,0,0
660,Ponte Preta,Fluminense,1,0,2.04,1.9,1,0,0
661,Vitória,Figueirense,4,0,1.9,2.04,4,1,1
662,Chapecoense,São Paulo,2,0,2.42,1.61,2,0,0
663,Flamengo,Coritiba,2,2,1.9,2.01,4,1,1
664,Santa Cruz,Atlético Mineiro,3,3,1.74,2.19,6,1,1
665,Corinthians,Internacional,1,0,2.42,1.65,1,0,0
666,América-MG,Sport Recife,2,2,2.2,1.73,4,0,1
667,Botafogo,Ponte Preta,1,1,2.11,1.8,2,0,0
668,Corinthians,Athletico-PR,0,0,2.25,1.63,0,0,0
669,Atlético Mineiro,São Paulo,1,2,1.9,2.03,3,1,1
670,Flamengo,Santos,2,0,1.95,2.0,2,1,0
671,Internacional,Cruzeiro,1,0,2.2,1.74,1,0,0
672,Palmeiras,Chapecoense,1,0,2.0,1.93,1,0,0
673,Figueirense,Fluminense,1,0,2.23,1.71,1,0,0
674,Santa Cruz,Grêmio,5,1,2.01,1.95,6,0,1
